Timestamp,consent,age_group,gender,education_level,primary_device,shopping_motivation,decision_speed,price_sensitivity,review_importance,brand_loyalty,social_proof_influence,primary_persona,check1,trait_introversion,trait_trust,trait_low_conscientiousness,trait_emotional_stability,check2,trait_low_openness,trait_extraversion,trait_agreeableness_reverse,trait_conscientiousness,trait_neuroticism,trait_openness,current_mood,font_style_pref,font_size_pref,color_theme_pref,accent_color_pref,background_pref,whitespace_pref,button_style_pref,hero_banner_size,recommendation_type,social_proof_display,urgency_pref,check3,checkout_style,form_field_style,product_desc_length,check4,desktop_grid_pref,desktop_info_density,desktop_image_text_ratio,desktop_whitespace,desktop_navigation,desktop_search_visibility,desktop_category_display,check5,desktop_product_card,desktop_price_display,desktop_filter_location,desktop_persistent_filters,desktop_quick_view,desktop_review_display,mobile_grid_pref,mobile_info_density,mobile_image_text_ratio,mobile_whitespace,mobile_navigation,mobile_search_visibility,mobile_category_display,mobile_product_card,mobile_price_display,mobile_filter_location,mobile_quick_view,mobile_review_display,mobile_sticky_header,mobile_touch_size,expects_device_adaptation,adaptation_comfort,delight_factors,frustration_points
10/02/2026 13:44:22,Yes,18-24,Female,Graduate,Smartphone,Need-based (I shop when I need something specific),Quick (5-15 minutes - I know what I want),Important (Price is a major factor in my decisions),Sometimes read reviews (For certain product types),Very loyal (I rarely switch from my favorite brands),Moderate influence (They help me decide),The Loyal Customer (I stick with brands and stores I trust. I value consistency and reliability),3,4,2,2,2,3,5,2,4,4,4,4,Neutral,"4. Bold Impact (Strong, attention-grabbing fonts)","3. Large (16-18px - Easy to read, comfortable)",Dark Mode (Dark backgrounds with light text - modern and easy on eyes),"Blue (Trustworthy, professional, calm)",Dark (Dark gray or black background),Balanced (Moderate spacing - comfortable middle ground),"Pill-shaped (Fully rounded ends, very smooth)",Small Strip (Thin banner across the top),Deals (Products on sale or special offers),User Photos (Photos uploaded by customers),Both (Show both stock and time based urgency),Rounded Corners,Progress Bar (Multi step with visual progress indicator),Outlined (Border around the field),Expandable Sections (Organized into collapsible sections),3,List View (One product per row with details on the side),"Detailed (All information visible - specs, reviews, descriptions)","Balanced (50% images, 50% text - equal emphasis)",Spacious (clean and uncluttered),Sidebar (Permanent navigation panel on the left),Collapsible (Search bar that expands when clicked),Text List (Simple text links),3,"Badge Heavy (Shows bestseller, new, sale badges prominently)",Strike-through Original (Shows original price crossed out with sale price),Top Bar (Filters displayed across the top),No (Prefer filters in a different location),Sidebar Slide (Details slide in from the right),Recent 3- 5 (Show a few recent reviews),List view with expandable details,"Detailed (All information visible - specs, reviews, descriptions)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Hamburger Menu (Three-line icon that opens a side menu),"Always Visible Top (Large, prominent search bar always shown)",Dropdown Menu (Text-based dropdown list),"Badge Heavy (Shows bestseller, new, sale badges prominently)",Strike-through Original (Shows original price crossed out with sale price),Drawer Overlay (Slides in from the side when clicked),Slide-Up Panel (Preview product details in a slide-up panel without leaving the product lis),Summary Only (Average rating and total count),No (Header scrolls away with content),"Large (Easier to tap, less content visible)",Somewhat Different (Adapted but recognizable),4,nan,nan
10/02/2026 14:39:06,Yes,18-24,Female,Graduate,Smartphone,Need-based (I shop when I need something specific),Research-heavy (30+ minutes - I thoroughly research before buying),Important (Price is a major factor in my decisions),Never read reviews (I don't find them useful),Prefer familiar brands (I stick with what works),Moderate influence (They help me decide),"The Researcher (I thoroughly research products, read reviews, compare options, and take my time making informed decisions)",3,4,4,4,2,3,4,2,1,3,3,3,Relaxed,"4. Bold Impact (Strong, attention-grabbing fonts)","3. Large (16-18px - Easy to read, comfortable)","Pastel Soft (Light, muted colors - gentle and soothing)","Blue (Trustworthy, professional, calm)","Cream/Off-white (Warm, comfortable, paper-like)",Balanced (Moderate spacing - comfortable middle ground),Raised / Shadowed (Button with shadow or depth effect),Medium Split (Takes up half the screen),Trending (What's popular right now),"Bestseller Badges (""Most Popular"" or ""Bestseller"" tags)",Both (Show both stock and time based urgency),Rounded Corners,"Multi step (Separate pages for shipping, payment, review)",Rounded Border Fields (Outlined field with rounded corners),Expandable Sections (Organized into collapsible sections),3,List View (One product per row with details on the side),"Moderate (Balanced - some details visible, click for more)","Image-focused (80% images, 20% text - highly visual)",Spacious (clean and uncluttered),Mega Menu (Dropdown with images and subcategories),Collapsible (Search bar that expands when clicked),Text List (Simple text links),3,Card with Shadow (Raised card effect with drop shadow),With Comparison (Shows similar products' prices),Top Bar (Filters displayed across the top),No (Prefer filters in a different location),New Tab (Opens product in a new browser tab),All Paginated (Show all reviews with pagination),Swipeable horizontal cards (carousel style),"Detailed (All information visible - specs, reviews, descriptions)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Bottom Nav (Navigation bar at the bottom - mobile style),"Always Visible Top (Large, prominent search bar always shown)",Dropdown Menu (Text-based dropdown list),"Info Rich (Lots of details, ratings, specs visible)",Strike-through Original (Shows original price crossed out with sale price),Drawer Overlay (Slides in from the side when clicked),Slide-Up Panel (Preview product details in a slide-up panel without leaving the product lis),Collapsible Sections (Reviews can be expanded or collapsed within the product details),Yes (Header stays at top while scrolling),"Standard (Normal size, more content visible)","Yes, Very Different (Completely different design for each device)",3,nan,nan
10/02/2026 15:35:35,Yes,18-24,Female,Graduate,Smartphone,Gift-buying (I mainly shop for others),Research-heavy (30+ minutes - I thoroughly research before buying),Important (Price is a major factor in my decisions),Sometimes read reviews (For certain product types),Always try new brands (I love discovering new products),No influence (I ignore these indicators),"The Browser (I enjoy browsing and discovering products, often without immediate purchase intent)",3,4,3,4,2,3,2,2,1,1,3,4,Neutral,2. Classic Serif (Traditional fonts with decorative strokes like Times New Roman),"3. Large (16-18px - Easy to read, comfortable)","Pastel Soft (Light, muted colors - gentle and soothing)","Blue (Trustworthy, professional, calm)","Cream/Off-white (Warm, comfortable, paper-like)","Spacious (Lots of spacing - clean, uncluttered, breathing room)","Pill-shaped (Fully rounded ends, very smooth)",Small Strip (Thin banner across the top),Category based (Similar items from the same category),Ratings Only (Star ratings without detailed reviews),"Countdown Timers (Show ""Sale ends in 2 hours"")",Rounded Corners,Progress Bar (Multi step with visual progress indicator),Rounded Border Fields (Outlined field with rounded corners),Expandable Sections (Organized into collapsible sections),3,Mixed (Combination of different layouts),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Combination of top bar and dropdowns,"Always Visible Top (Large, prominent search bar always shown)",Text List (Simple text links),3,"Info Rich (Lots of details, ratings, specs visible)",With Savings Highlighted (Shows discount amount prominently),Sidebar Left (Permanent filter panel on the left side),Yes (Always visible sidebar with filters),Modal Popup (Product details appear in a centered overlay),Ratings Bar Only (Visual breakdown of star ratings),Single-column large cards (easy to scroll and tap),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Bottom Nav (Navigation bar at the bottom - mobile style),Collapsible (Search bar that expands when clicked),Visual Grid (Category tiles with images),"Info Rich (Lots of details, ratings, specs visible)",Bold Large (Price is the most prominent element),Drawer Overlay (Slides in from the side when clicked),Direct navigation (Each product card includes a button that takes you directly to the product page when tapped),Ratings Bar Only (Visual breakdown of star ratings),Yes (Header stays at top while scrolling),"Large (Easier to tap, less content visible)",Somewhat Different (Adapted but recognizable),4,Easy to use,Very high delivery fees appears after ending my shopping cart.
11/02/2026 14:32:31,Yes,18-24,Female,Graduate,Smartphone,Deal-hunting (I look for sales and discounts),Moderate (15-30 minutes - I compare a few options),Important (Price is a major factor in my decisions),Always read reviews (I won't buy without checking reviews),Balanced (I mix familiar and new brands),Moderate influence (They help me decide),"The Researcher (I thoroughly research products, read reviews, compare options, and take my time making informed decisions)",3,4,4,3,4,3,5,4,2,5,3,5,Bored,2. Classic Serif (Traditional fonts with decorative strokes like Times New Roman),"2. Medium (14-16px - Standard size, balanced)","Warm Earthy (Browns, beiges, warm oranges - natural and cozy)","Purple (Creative, luxurious, unique)","Light Gray (Soft, reduces eye strain)",Balanced (Moderate spacing - comfortable middle ground),"Rounded Corners (Soft, modern rounded edges)",Medium Split (Takes up half the screen),Trending (What's popular right now),User Photos (Photos uploaded by customers),"Stock Numbers (Show ""Only 3 left in stock"")",Rounded Corners,Progress Bar (Multi step with visual progress indicator),Rounded Border Fields (Outlined field with rounded corners),Expandable Sections (Organized into collapsible sections),3,Mixed (Combination of different layouts),"Moderate (Balanced - some details visible, click for more)","Image-focused (80% images, 20% text - highly visual)",Balanced,Combination of top bar and dropdowns,"Always Visible Top (Large, prominent search bar always shown)",Dropdown Menu (Text-based dropdown list),3,"Badge Heavy (Shows bestseller, new, sale badges prominently)",With Savings Highlighted (Shows discount amount prominently),Top Bar (Filters displayed across the top),No (Prefer filters in a different location),New Tab (Opens product in a new browser tab),Recent 3- 5 (Show a few recent reviews),Swipeable horizontal cards (carousel style),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Hamburger Menu (Three-line icon that opens a side menu),"Icon Only (Magnifying glass icon, opens search when clicked)",Dropdown Menu (Text-based dropdown list),"Info Rich (Lots of details, ratings, specs visible)",Strike-through Original (Shows original price crossed out with sale price),Drawer Overlay (Slides in from the side when clicked),Direct navigation (Each product card includes a button that takes you directly to the product page when tapped),Collapsible Sections (Reviews can be expanded or collapsed within the product details),No (Header scrolls away with content),"Large (Easier to tap, less content visible)",Somewhat Different (Adapted but recognizable),4,nan,nan
15/02/2026 11:19:55,Yes,18-24,Male,Undergraduate,Laptop/Desktop,Need-based (I shop when I need something specific),Moderate (15-30 minutes - I compare a few options),Moderately important (I balance price and quality),Sometimes read reviews (For certain product types),Prefer familiar brands (I stick with what works),Strong influence (They significantly affect my choices),"The Deal Hunter (I'm motivated by sales, discounts, and getting the best value. I wait for promotions)",3,3,4,2,3,3,3,4,3,5,2,4,Stressed,"3. Rounded Friendly (Soft, approachable fonts with rounded edges)","3. Large (16-18px - Easy to read, comfortable)",Cool Blues (Blues and grays - calm and trustworthy),"Blue (Trustworthy, professional, calm)","Light Gray (Soft, reduces eye strain)",Balanced (Moderate spacing - comfortable middle ground),"Rounded Corners (Soft, modern rounded edges)",Small Strip (Thin banner across the top),Deals (Products on sale or special offers),Customer Reviews (Written reviews with ratings),"Countdown Timers (Show ""Sale ends in 2 hours"")",Rounded Corners,Express Checkout (One click purchase with saved info),Underlined/ Minimal (Line underneath only),Expandable Sections (Organized into collapsible sections),3,"3 Columns (Balanced view, moderate item size)","Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Combination of top bar and dropdowns,"Always Visible Top (Large, prominent search bar always shown)",Visual Grid (Category tiles with images),3,"Info Rich (Lots of details, ratings, specs visible)",With Comparison (Shows similar products' prices),Sidebar Left (Permanent filter panel on the left side),Yes (Always visible sidebar with filters),Sidebar Slide (Details slide in from the right),Recent 3- 5 (Show a few recent reviews),Swipeable horizontal cards (carousel style),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Bottom Nav (Navigation bar at the bottom - mobile style),Collapsible (Search bar that expands when clicked),Dropdown Menu (Text-based dropdown list),"Minimal Clean (Simple image, name, price - no clutter)",Strike-through Original (Shows original price crossed out with sale price),Drawer Overlay (Slides in from the side when clicked),No Quick View (I prefer to go to the full product page),Collapsible Sections (Reviews can be expanded or collapsed within the product details),Yes (Header stays at top while scrolling),"Standard (Normal size, more content visible)",Somewhat Different (Adapted but recognizable),4,animations and interactive with scrolling like apple website,bland & not enough info
15/02/2026 11:20:51,Yes,18-24,Female,Undergraduate,Smartphone,Entertainment (I browse for fun and enjoyment),Moderate (15-30 minutes - I compare a few options),Moderately important (I balance price and quality),Often read reviews (For most purchases),Often try new brands (I'm open to switching),Slight influence (I notice but don't rely on them),"The Minimalist (I want simple, efficient shopping. Show me what I need with minimal fuss)",3,3,5,2,4,3,4,4,2,4,2,3,Neutral,2. Classic Serif (Traditional fonts with decorative strokes like Times New Roman),"2. Medium (14-16px - Standard size, balanced)",Cool Blues (Blues and grays - calm and trustworthy),"Blue (Trustworthy, professional, calm)","Cream/Off-white (Warm, comfortable, paper-like)",Balanced (Moderate spacing - comfortable middle ground),"Sharp Square (Clean, professional 90-degree corners)",Medium Split (Takes up half the screen),Deals (Products on sale or special offers),User Photos (Photos uploaded by customers),"Countdown Timers (Show ""Sale ends in 2 hours"")",Rounded Corners,One Page (All checkout steps on a single scrolling page),Outlined (Border around the field),Detailed Full (All specifications and information visible),3,"4 Columns (Compact view, many items visible at once)","Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Sidebar (Permanent navigation panel on the left),"Always Visible Top (Large, prominent search bar always shown)",Visual Grid (Category tiles with images),3,"Minimal Clean (Simple image, name, price - no clutter)",With Comparison (Shows similar products' prices),Top Bar (Filters displayed across the top),Yes (Always visible sidebar with filters),Sidebar Slide (Details slide in from the right),Recent 3- 5 (Show a few recent reviews),Compact stacked cards (more products per screen),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Hamburger Menu (Three-line icon that opens a side menu),Collapsible (Search bar that expands when clicked),Dropdown Menu (Text-based dropdown list),"Minimal Clean (Simple image, name, price - no clutter)",Bold Large (Price is the most prominent element),Drawer Overlay (Slides in from the side when clicked),Slide-Up Panel (Preview product details in a slide-up panel without leaving the product lis),Collapsible Sections (Reviews can be expanded or collapsed within the product details),Yes (Header stays at top while scrolling),"Standard (Normal size, more content visible)",Somewhat Different (Adapted but recognizable),3,nan,nan
15/02/2026 11:20:52,Yes,18-24,Female,Undergraduate,Laptop/Desktop,Entertainment (I browse for fun and enjoyment),Moderate (15-30 minutes - I compare a few options),Moderately important (I balance price and quality),Often read reviews (For most purchases),Balanced (I mix familiar and new brands),Moderate influence (They help me decide),"The Minimalist (I want simple, efficient shopping. Show me what I need with minimal fuss)",3,3,4,3,4,3,2,4,3,4,3,4,Relaxed,"3. Rounded Friendly (Soft, approachable fonts with rounded edges)","3. Large (16-18px - Easy to read, comfortable)",Cool Blues (Blues and grays - calm and trustworthy),"Blue (Trustworthy, professional, calm)","Cream/Off-white (Warm, comfortable, paper-like)",Balanced (Moderate spacing - comfortable middle ground),"Rounded Corners (Soft, modern rounded edges)",Medium Split (Takes up half the screen),New Arrivals (Latest products added),User Photos (Photos uploaded by customers),"Countdown Timers (Show ""Sale ends in 2 hours"")",Rounded Corners,One Page (All checkout steps on a single scrolling page),Outlined (Border around the field),Moderate (Key details with option to expand),3,"2 Columns (Large product images, fewer items per row)","Moderate (Balanced - some details visible, click for more)","Image-focused (80% images, 20% text - highly visual)",Balanced,Top Bar (Categories always visible across the top),"Always Visible Top (Large, prominent search bar always shown)",Text List (Simple text links),3,"Badge Heavy (Shows bestseller, new, sale badges prominently)",Strike-through Original (Shows original price crossed out with sale price),Sidebar Left (Permanent filter panel on the left side),No (Prefer filters in a different location),Sidebar Slide (Details slide in from the right),Recent 3- 5 (Show a few recent reviews),Single-column large cards (easy to scroll and tap),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Swipe-based navigation,Collapsible (Search bar that expands when clicked),Visual Grid (Category tiles with images),"Badge Heavy (Shows bestseller, new, sale badges prominently)",Strike-through Original (Shows original price crossed out with sale price),Drawer Overlay (Slides in from the side when clicked),Slide-Up Panel (Preview product details in a slide-up panel without leaving the product lis),Collapsible Sections (Reviews can be expanded or collapsed within the product details),No (Header scrolls away with content),"Large (Easier to tap, less content visible)",Similar (Mostly the same with minor adjustments),3,easy to navigate and clear websites,hard to see description or find wanted product or not enough information about the product
15/02/2026 11:23:18,Yes,18-24,Male,Undergraduate,Laptop/Desktop,Need-based (I shop when I need something specific),Research-heavy (30+ minutes - I thoroughly research before buying),Moderately important (I balance price and quality),Always read reviews (I won't buy without checking reviews),Prefer familiar brands (I stick with what works),Moderate influence (They help me decide),"The Researcher (I thoroughly research products, read reviews, compare options, and take my time making informed decisions)",3,3,5,5,4,3,3,2,3,4,2,4,Neutral,2. Classic Serif (Traditional fonts with decorative strokes like Times New Roman),"2. Medium (14-16px - Standard size, balanced)","Minimalist Black & White (Clean, high contrast, professional)","Blue (Trustworthy, professional, calm)","Pure White (Clean, bright, maximum contrast)",Balanced (Moderate spacing - comfortable middle ground),"Rounded Corners (Soft, modern rounded edges)",Medium Split (Takes up half the screen),Trending (What's popular right now),"Bestseller Badges (""Most Popular"" or ""Bestseller"" tags)","Stock Numbers (Show ""Only 3 left in stock"")",Rounded Corners,"Multi step (Separate pages for shipping, payment, review)",Rounded Border Fields (Outlined field with rounded corners),Detailed Full (All specifications and information visible),3,"3 Columns (Balanced view, moderate item size)","Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Top Bar (Categories always visible across the top),"Always Visible Top (Large, prominent search bar always shown)",Visual Grid (Category tiles with images),3,"Badge Heavy (Shows bestseller, new, sale badges prominently)",With Savings Highlighted (Shows discount amount prominently),Top Bar (Filters displayed across the top),Yes (Always visible sidebar with filters),Sidebar Slide (Details slide in from the right),All Paginated (Show all reviews with pagination),Compact stacked cards (more products per screen),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Bottom Nav (Navigation bar at the bottom - mobile style),Collapsible (Search bar that expands when clicked),Visual Grid (Category tiles with images),"Info Rich (Lots of details, ratings, specs visible)",Strike-through Original (Shows original price crossed out with sale price),Bottom Sheet (Slides up from bottom mobile style),Direct navigation (Each product card includes a button that takes you directly to the product page when tapped),Collapsible Sections (Reviews can be expanded or collapsed within the product details),Yes (Header stays at top while scrolling),"Large (Easier to tap, less content visible)",Similar (Mostly the same with minor adjustments),4,"Easy communication , clear product details and nice visually UI","Bad communication , Products with missing details and Expensive products"
15/02/2026 11:23:58,Yes,18-24,Male,Undergraduate,Smartphone,Need-based (I shop when I need something specific),Research-heavy (30+ minutes - I thoroughly research before buying),Moderately important (I balance price and quality),Always read reviews (I won't buy without checking reviews),Balanced (I mix familiar and new brands),Moderate influence (They help me decide),"The Researcher (I thoroughly research products, read reviews, compare options, and take my time making informed decisions)",3,3,3,3,3,3,3,3,3,3,3,3,Neutral,"4. Bold Impact (Strong, attention-grabbing fonts)",4. Extra Large (18+px - Maximum readability),Dark Mode (Dark backgrounds with light text - modern and easy on eyes),"Orange (Energetic, friendly, warm)",Dark (Dark gray or black background),"Spacious (Lots of spacing - clean, uncluttered, breathing room)","Flat (Solid color, no shadow or depth)",Medium Split (Takes up half the screen),Category based (Similar items from the same category),"Bestseller Badges (""Most Popular"" or ""Bestseller"" tags)",Both (Show both stock and time based urgency),Rounded Corners,"Multi step (Separate pages for shipping, payment, review)","Filled Background (Shaded background, no border)",Detailed Full (All specifications and information visible),3,List View (One product per row with details on the side),"Detailed (All information visible - specs, reviews, descriptions)","Text-focused (20% images, 80% text - detailed descriptions)",Spacious (clean and uncluttered),Combination of top bar and dropdowns,"Always Visible Top (Large, prominent search bar always shown)",Text List (Simple text links),3,Card with Shadow (Raised card effect with drop shadow),Strike-through Original (Shows original price crossed out with sale price),Top Bar (Filters displayed across the top),No (Prefer filters in a different location),Modal Popup (Product details appear in a centered overlay),All Paginated (Show all reviews with pagination),List view with expandable details,"Detailed (All information visible - specs, reviews, descriptions)","Text-focused (20% images, 80% text - detailed descriptions)",Balanced,Full-screen category menu,Collapsible (Search bar that expands when clicked),Visual Grid (Category tiles with images),Card with Shadow (Raised card effect with drop shadow),Bold Large (Price is the most prominent element),Bottom Sheet (Slides up from bottom mobile style),Direct navigation (Each product card includes a button that takes you directly to the product page when tapped),Summary Only (Average rating and total count),Yes (Header stays at top while scrolling),"Standard (Normal size, more content visible)",Identical (Exactly the same on all devices),5,sales and trustable,"not really trusted, price and reviews"
15/02/2026 11:24:32,Yes,18-24,Male,Undergraduate,Smartphone,Deal-hunting (I look for sales and discounts),Research-heavy (30+ minutes - I thoroughly research before buying),Important (Price is a major factor in my decisions),Often read reviews (For most purchases),Balanced (I mix familiar and new brands),Slight influence (I notice but don't rely on them),"The Researcher (I thoroughly research products, read reviews, compare options, and take my time making informed decisions)",3,3,2,4,2,3,2,2,4,5,4,4,Neutral,"1. Modern Sans-serif (Clean, contemporary fonts like Arial or Helvetica)","3. Large (16-18px - Easy to read, comfortable)","Minimalist Black & White (Clean, high contrast, professional)","Blue (Trustworthy, professional, calm)","Pure White (Clean, bright, maximum contrast)",Balanced (Moderate spacing - comfortable middle ground),"Rounded Corners (Soft, modern rounded edges)",Medium Split (Takes up half the screen),Trending (What's popular right now),Customer Reviews (Written reviews with ratings),"Countdown Timers (Show ""Sale ends in 2 hours"")",Rounded Corners,Progress Bar (Multi step with visual progress indicator),Floating Labels (Label moves up when you type),Moderate (Key details with option to expand),3,"3 Columns (Balanced view, moderate item size)","Minimal (Only key information - product name, price, image)","Image-focused (80% images, 20% text - highly visual)",Balanced,Mega Menu (Dropdown with images and subcategories),Collapsible (Search bar that expands when clicked),Dropdown Menu (Text-based dropdown list),3,"Badge Heavy (Shows bestseller, new, sale badges prominently)",Strike-through Original (Shows original price crossed out with sale price),Sidebar Left (Permanent filter panel on the left side),Yes (Always visible sidebar with filters),No Quick View (I prefer to go to the full product page),Ratings Bar Only (Visual breakdown of star ratings),Compact stacked cards (more products per screen),"Minimal (Only key information - product name, price, image)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Hamburger Menu (Three-line icon that opens a side menu),"Icon Only (Magnifying glass icon, opens search when clicked)",Dropdown Menu (Text-based dropdown list),"Badge Heavy (Shows bestseller, new, sale badges prominently)",Strike-through Original (Shows original price crossed out with sale price),Drawer Overlay (Slides in from the side when clicked),No Quick View (I prefer to go to the full product page),Ratings Bar Only (Visual breakdown of star ratings),Yes (Header stays at top while scrolling),"Standard (Normal size, more content visible)",Somewhat Different (Adapted but recognizable),5,nan,Clicking many buttons to navigate between sections and products
15/02/2026 11:26:50,Yes,18-24,Male,Undergraduate,Smartphone,Entertainment (I browse for fun and enjoyment),Quick (5-15 minutes - I know what I want),Important (Price is a major factor in my decisions),Never read reviews (I don't find them useful),Prefer familiar brands (I stick with what works),Very strong influence (I primarily buy popular items),The Loyal Customer (I stick with brands and stores I trust. I value consistency and reliability),3,4,4,2,5,3,2,5,3,5,1,5,Relaxed,"1. Modern Sans-serif (Clean, contemporary fonts like Arial or Helvetica)",4. Extra Large (18+px - Maximum readability),"Warm Earthy (Browns, beiges, warm oranges - natural and cozy)","Blue (Trustworthy, professional, calm)","Cream/Off-white (Warm, comfortable, paper-like)",Balanced (Moderate spacing - comfortable middle ground),"Rounded Corners (Soft, modern rounded edges)",Large Full screen (Takes up entire first screen),New Arrivals (Latest products added),"Bestseller Badges (""Most Popular"" or ""Bestseller"" tags)","Stock Numbers (Show ""Only 3 left in stock"")",Rounded Corners,One Page (All checkout steps on a single scrolling page),Underlined/ Minimal (Line underneath only),Expandable Sections (Organized into collapsible sections),3,"3 Columns (Balanced view, moderate item size)","Moderate (Balanced - some details visible, click for more)","Image-focused (80% images, 20% text - highly visual)",Spacious (clean and uncluttered),Top Bar (Categories always visible across the top),"Always Visible Top (Large, prominent search bar always shown)",Visual Grid (Category tiles with images),3,"Minimal Clean (Simple image, name, price - no clutter)",Strike-through Original (Shows original price crossed out with sale price),Modal (Pops up in the center when clicked),No (Prefer filters in a different location),No Quick View (I prefer to go to the full product page),Ratings Bar Only (Visual breakdown of star ratings),Compact stacked cards (more products per screen),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Hamburger Menu (Three-line icon that opens a side menu),"Icon Only (Magnifying glass icon, opens search when clicked)",Visual Grid (Category tiles with images),"Minimal Clean (Simple image, name, price - no clutter)",Strike-through Original (Shows original price crossed out with sale price),Bottom Sheet (Slides up from bottom mobile style),No Quick View (I prefer to go to the full product page),Summary Only (Average rating and total count),Yes (Header stays at top while scrolling),"Standard (Normal size, more content visible)",Somewhat Different (Adapted but recognizable),4,Clean layout. Fast performance.,Websites not adapted to mobile. Prices feeling gimmicky
15/02/2026 11:27:18,Yes,18-24,Male,Undergraduate,Smartphone,Research (I like exploring products and learning about them),Research-heavy (30+ minutes - I thoroughly research before buying),Moderately important (I balance price and quality),Sometimes read reviews (For certain product types),Balanced (I mix familiar and new brands),Moderate influence (They help me decide),"The Deal Hunter (I'm motivated by sales, discounts, and getting the best value. I wait for promotions)",3,4,2,2,4,3,4,3,4,5,3,4,Neutral,2. Classic Serif (Traditional fonts with decorative strokes like Times New Roman),"3. Large (16-18px - Easy to read, comfortable)","Minimalist Black & White (Clean, high contrast, professional)","Orange (Energetic, friendly, warm)","Pure White (Clean, bright, maximum contrast)",Balanced (Moderate spacing - comfortable middle ground),"Rounded Corners (Soft, modern rounded edges)",Small Strip (Thin banner across the top),Deals (Products on sale or special offers),Customer Reviews (Written reviews with ratings),None (I find these annoying and manipulative),Rounded Corners,"Multi step (Separate pages for shipping, payment, review)",Floating Labels (Label moves up when you type),Expandable Sections (Organized into collapsible sections),3,"2 Columns (Large product images, fewer items per row)","Moderate (Balanced - some details visible, click for more)","Text-focused (20% images, 80% text - detailed descriptions)",Balanced,Combination of top bar and dropdowns,"Always Visible Top (Large, prominent search bar always shown)",Visual Grid (Category tiles with images),3,"Badge Heavy (Shows bestseller, new, sale badges prominently)",With Savings Highlighted (Shows discount amount prominently),Top Bar (Filters displayed across the top),Yes (Always visible sidebar with filters),Sidebar Slide (Details slide in from the right),All Paginated (Show all reviews with pagination),Single-column large cards (easy to scroll and tap),"Moderate (Balanced - some details visible, click for more)","Balanced (50% images, 50% text - equal emphasis)",Balanced,Bottom Nav (Navigation bar at the bottom - mobile style),Collapsible (Search bar that expands when clicked),Visual Grid (Category tiles with images),"Info Rich (Lots of details, ratings, specs visible)",Strike-through Original (Shows original price crossed out with sale price),Drawer Overlay (Slides in from the side when clicked),Slide-Up Panel (Preview product details in a slide-up panel without leaving the product lis),Ratings Bar Only (Visual breakdown of star ratings),Yes (Header stays at top while scrolling),"Large (Easier to tap, less content visible)",Somewhat Different (Adapted but recognizable),3,nan,nan
